student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,caffeine_intake,sleep_quality,diet_score,internet_score,part_job_score,stress_proxy,focus_proxy
S5626,19.923003060196162,Female,3.7535237644811277,0.7821767699803127,0.36835360514511173,No,72.37304258873004,6.676673022071791,Fair,0.8582018069096806,High School,Poor,3.1012610611314164,No,72.05243639922182,2.994860607718995,2.2,0,-1,0,5.706458904719974,5.3642642139645975
S5627,18.915411742350766,Male,3.0032800276161007,7.1455219509950885,2.9459154476280567,Yes,85.57852640073439,5.610604450519588,Fair,0.8080027989431197,High School,Good,5.859387066622096,No,49.88741747344385,6.680804731681124,2.2,0,1,1,7.320574308025546,3.4453887001727703
S5628,23.126491920525016,Male,3.732484659167049,0.6543982945259541,0.02658841555039487,No,77.58133797004531,6.675098767424706,Fair,0.8748289023326795,,Average,9.188130981621633,No,82.557047843623,1.0,4.0,0,0,0,3.9600772478668578,6.220801695755925
S5629,19.049084195053496,Female,4.768604479394922,2.8043692666351614,1.678222486777831,No,84.7566057617814,5.21513471900446,Good,4.081317193447681,High School,Average,7.180079325885441,No,85.07944923184884,3.7458983343586074,4.8,1,0,0,3.6653981471347503,7.0746053472047565
S5630,22.82170654377171,Male,4.845062819864477,1.612605640332393,3.929661796766348,No,87.96779145290364,8.050469143288515,Fair,4.963215992111631,Bachelor,Poor,7.143713827850344,No,96.14158011603361,2.9098268237584684,7.2,0,-1,0,4.107772412672819,7.883904871930091
S5631,18.93776151816335,Male,3.4689060881341485,3.4165246767496913,2.0632061330962332,No,81.73961965667266,5.669148573924534,Good,2.921817936449792,Bachelor,Poor,9.764162996344286,No,63.13316565923073,3.461727340656168,5.3,1,-1,0,3.7730930774717595,6.958634084648423
S5632,20.044590480597428,Male,3.085436670553725,2.4232363408616715,3.955871717291159,No,87.86380834954578,5.447677154629026,Poor,4.956091894708686,High School,Good,4.922751450853746,No,63.41960637924795,5.543141431189097,3.1,-1,1,0,5.302642018152909,4.908181598144273
S5633,19.096682159237876,Male,3.1981833194729585,1.1776106088490819,1.183798627782518,No,79.90650755913775,6.568749053823645,Fair,2.0839986988202583,High School,Poor,9.924751963765043,Yes,82.85703630882062,2.089957653563762,5.3,0,-1,0,3.9230973558263407,7.029161531921296
S5634,17.0,Male,1.3363405114238496,2.3422225378225434,3.036871176287805,No,85.81362861870602,5.735828862569665,Fair,1.064137040308291,High School,Good,9.915159941501695,No,53.59946805945274,6.117867642977216,4.6,0,1,0,4.673314056381374,5.505977019482423
S5635,22.663680359675343,Female,1.627596540546842,3.2457536394906947,1.6400566343491187,No,84.5045548584269,8.231960866899858,Good,1.0164063587783327,High School,Good,1.189151324514607,No,36.494984386207626,2.775649515266298,5.4,1,1,0,3.7270398890010963,7.699676651411375
S5636,21.060382558790813,Male,0.26054824120037906,3.568078385618321,1.7270284125157296,No,95.09251672565766,6.698734003197818,Poor,2.9392580226826457,Bachelor,Average,3.742141402736707,Yes,33.468734063779074,2.187870312842844,4.7,-1,0,0,4.858290412336974,6.305473758554993
S5637,17.0,Female,3.8910226260437226,3.7360020261976996,2.1684420246191167,No,89.52826352999922,7.757240166072842,Poor,0.0,High School,Average,10.0,Yes,88.71652017170405,3.6640790762966406,4.5,-1,0,0,4.67577574084283,6.46699272013831
S5638,22.767189065968044,Male,5.223237356073843,1.4509366988428214,0.7813432669375525,No,80.93835607376708,5.524457730752062,Fair,5.9865987837047,,Good,4.10595466481409,No,82.49682220602843,3.356381498565305,6.1,0,1,0,2.9413502485063336,7.773568404756311
S5639,17.0,Male,6.407879556419171,3.7776004158745384,2.0107735200458943,No,64.30006324949198,5.048742888863539,Fair,5.909398612119847,High School,Good,3.899997440428453,No,99.42387031840457,6.582193583414456,3.1,0,1,0,5.639025486053525,4.454920409983799
S5640,23.09393744101048,Female,3.9784490783939557,2.9531537401864822,3.090376970631734,No,82.45757554032598,7.764419971499248,Good,2.98880776795921,Bachelor,Average,6.0718834505428605,Yes,75.40138592885589,4.0531518514016955,6.4,1,0,0,3.863897612111667,7.574983793118163
S5641,21.014843093678394,Male,1.3706644480628902,2.7206785774403377,3.3617071584346188,No,92.58753539571856,4.65574929830531,Poor,0.9041185894809796,Bachelor,Average,2.062883403436333,Yes,29.217431726942042,1.0,2.8,-1,0,0,5.70033993369374,4.198495898940995
S5642,21.97395813097295,Male,4.788857951293729,2.5890021416574815,0.0,Yes,65.91043513156195,7.601394604992508,Poor,3.0370456429527812,Bachelor,Good,3.9613131491917004,No,81.69396259237605,4.242186120285298,3.5,-1,1,1,5.173233031833977,6.230714038404531
S5643,24.0,Male,1.9041880628843892,0.0,3.0420390558156534,No,72.82442547964868,6.254268850057219,Good,6.0,High School,Average,3.1547315842271617,Yes,57.952696220531735,2.072824701577809,4.1,1,0,0,3.7215819277861133,6.6108358676946954
S5644,22.073550439259048,Male,3.8943700663351843,0.952812691755743,1.9611910663025882,Yes,80.42677560211082,6.209733527589489,Fair,1.1131412327820984,,Good,9.922671743985143,No,79.16602028257132,5.68563325895181,4.2,0,1,1,4.692260533925256,5.715143974383748
S5645,19.18652906639787,Other,3.0651959112191585,1.8639989050088261,3.6415490059749938,No,77.50955312128697,7.836733636900894,Good,0.02637882874600927,Bachelor,Good,10.0,Yes,66.32390682693148,4.524622709029207,4.1,1,1,0,4.075227865659612,6.624459294546289
S5646,22.83927139732978,Male,6.801620751184661,2.400339864147128,0.713158637438606,No,98.20968876370482,4.3503842293018655,Good,1.0231670202091883,Bachelor,Poor,4.018773549360855,No,92.03420846103732,4.1145973082813425,2.4,1,-1,0,5.5349568955368245,5.02864587757937
S5647,21.996012686098343,Male,4.7498551774550215,2.4310531463193596,0.02286284652244323,Yes,66.38994474703155,7.740697884747115,Poor,2.9153651354475176,Bachelor,Good,3.95563042861461,No,80.75809970388302,4.203114359811395,3.3,-1,1,1,5.6800667485505425,5.972636978644313
S5648,21.813423233006812,Female,3.5031933940640423,1.248703899210573,2.1369329411814686,No,67.36038326864376,6.351766423150949,Poor,1.9951880774050255,Bachelor,Good,9.968131684189096,Yes,84.01700310933214,2.1582084091210936,5.6,-1,1,0,3.8654162423165923,6.933194210934947
S5649,17.0,Male,2.3447873734937636,0.9806572937391728,0.9594868977358577,No,69.62885358827006,6.222654209837241,Fair,0.8964477599461874,Master,Average,1.8023065313818447,Yes,45.893086547590094,2.2553382644437474,2.0,0,0,0,5.341259151960577,5.099789936055587
S5650,23.971308493553764,Female,4.327740850051224,0.9737300387130318,3.227304926397053,No,62.44734992836908,7.13152505525404,Poor,0.0,Bachelor,Good,1.9484462794787532,No,66.22214412420173,3.026845735986523,4.4,-1,1,0,5.014747970226152,5.750308396311951
S5651,18.072314331288403,Male,3.828775758680876,3.257874956206623,0.3060797940606042,Yes,87.06875933646019,6.6187415300299,Fair,5.973147296693407,High School,Good,4.840234303066782,No,73.12298577582085,6.253219467672964,4.7,0,1,1,5.435974685341841,5.34728784016031
S5652,22.005258298574656,Female,5.998632751624936,3.478049033188899,0.39689546377674734,No,88.15361182288622,4.894549243827128,Good,0.948983198891881,,Good,3.0376948496891134,No,71.89142196624056,4.090491598066986,1.5,1,1,0,4.749712607391808,5.035560484099547
S5653,23.07194428535267,Female,2.6830555487842243,4.272746274408721,2.833266225361678,No,88.4939699956464,4.846401202849228,Poor,4.061919946689197,,Average,8.12821209294469,No,54.69512518383841,3.5723709415100915,4.3,-1,0,0,4.7625512803906975,5.789607772195711
S5654,18.081180491142117,Female,3.834735836437682,2.8218327130438094,4.108238276483574,Yes,68.3493287967111,9.049290258842678,Fair,3.902606104693262,Master,Good,3.0650628138932374,No,71.62889262481812,6.449024218911985,3.4,0,1,1,6.391901228993387,4.891248094717413
S5655,18.24868949064022,Female,3.2767472195395007,1.84437841217833,1.3099425055811138,No,100.0,7.097836372624583,Poor,0.2849248037213259,Bachelor,Poor,5.898479191339124,Yes,68.26656739858225,2.265694903153302,3.8,-1,-1,0,5.623275223511371,5.6026486108721745
S5656,17.0,Male,2.550914472574167,3.2575160845579227,3.7054685019011755,No,79.44853713117153,8.207378802508968,Good,4.951397039960887,Bachelor,Good,3.9622209239475956,Yes,47.87655876064665,3.735314931487825,5.4,1,1,0,3.1868408555467154,7.942084484047309
S5657,19.891401298536806,Female,2.5843888058455926,1.9295384718077109,1.6215050798877482,No,93.01687603338384,7.04915963604011,Good,3.9928784458621496,Bachelor,Good,8.03939122579674,No,69.33757410960011,2.2434411945676733,8.3,1,1,0,1.8394356825103073,9.179685720603638
S5658,18.028399273530603,Female,5.91246243606499,1.3160087749812326,1.7373385998307722,No,80.72714359025115,6.296477992312087,Fair,4.94259398861525,High School,Good,1.0469094645975252,Yes,86.80527781435669,3.3984208342056417,4.1,0,1,0,4.236554817767244,6.569295352008909
S5659,17.0,Male,4.714717894080468,1.1217322091128283,1.7409747924526915,No,80.73514966329412,6.030120271618377,Fair,1.0787710190357545,Master,Good,3.2330872737174565,No,80.99802154766492,1.0,2.3,0,1,0,4.91036384881325,4.977526843094714
S5660,23.171025645776275,Male,5.606116301894503,2.705903335280815,3.1883513115142663,Yes,92.02893170546587,7.250301800825821,Fair,5.978349039861667,High School,Good,1.0887485069081955,No,82.36952828133364,6.526109410202855,3.8,0,1,1,5.8847119223506335,4.951111425339041
S5661,23.96731522923026,Other,2.0425668031753936,4.764946025602353,2.927725540505515,Yes,89.31609620657062,7.174781033513352,Good,1.9008279384026825,High School,Good,5.021076843909739,No,42.773458739309355,4.242260622866886,3.9,1,1,1,4.59982379869991,6.531580689719506
S5662,17.934729673273672,Other,5.014472649975602,2.3494060384249997,0.5855722006285936,No,83.66355523101116,6.104008438409522,Fair,2.8143214142740614,High School,Average,7.014837223072912,No,100.0,3.632676113707778,5.4,0,0,0,3.898539219612914,7.2899130030127
S5663,21.945607820874084,Female,3.738888632513883,2.115157950507316,2.251574656129211,No,64.52314496307137,4.980641521536671,Good,2.0581213743915794,High School,Average,8.95045625998685,No,73.2326846802691,2.4256207281432474,4.9,1,0,0,3.8313989661419354,6.655395574074489
S5664,20.082908944962014,Female,2.0338746774465513,3.1211409658414873,3.8048476243082994,Yes,82.9417919433533,6.693753206278981,Poor,6.0,High School,Poor,10.0,Yes,76.62504553392107,4.498737717291955,4.7,-1,-1,1,5.69759690249345,5.859243351549103
S5665,23.98179521330724,Female,3.162144145874647,2.994756677965825,1.9949114160966381,No,85.5972095519313,4.617870655896143,Good,1.0347078016288684,Bachelor,Good,2.1020936069640617,Yes,40.75154524645002,3.7505248297983638,3.0,1,1,0,4.500006000091487,5.446478734944333
S5666,19.92594845651563,Male,2.2289962970000623,2.7947068144315197,1.4451242389598167,No,76.45771059596778,6.083808458458741,Fair,3.9782020425430615,,Average,6.89936990673163,No,59.64347292168422,3.0233613151076835,5.4,0,0,0,3.5609146743562587,7.07930142915286
S5667,22.192189896805978,Male,6.41357447299977,3.031087142802134,1.5937050131693866,No,94.29252788342752,7.623600271089503,Poor,1.9676729152538672,High School,Average,6.0584262414040815,Yes,92.74095415258093,3.8415138158085465,4.6,-1,0,0,5.325539681047171,6.316728151724178
S5668,19.90119374074401,Female,4.502411609467271,4.6325447913670175,1.9048676395375477,No,87.51670887195668,6.445852181481812,Fair,2.0787396516026453,Bachelor,Good,5.984501484975613,No,74.13552331466316,4.368497882590114,2.2,0,1,0,5.383748638470772,5.557931720002028
S5669,17.00410450189288,Female,4.412783644079215,2.1273291293489094,1.5864379369326458,No,72.38646671064784,9.28661385391444,Good,4.989766424235897,Bachelor,Good,7.2445694871727895,No,88.3373066112324,2.396614715602517,8.8,1,1,0,1.9050001676635424,9.699503381609613
S5670,17.075279375270288,Male,3.6309599481582633,3.597781150079409,2.6318179586147354,No,93.1202486321567,8.458566155103515,Fair,3.1138823929750488,High School,Average,8.042039500340731,Yes,72.28234509171753,2.7256159653780907,4.5,0,0,0,4.745978744232504,7.111617914731836
S5671,23.811735811987155,Male,5.105464760557341,2.804047317239148,1.6404852338560676,No,64.89742316849122,6.5842249138689874,Fair,2.9899693703677603,Bachelor,Average,9.046658475993485,Yes,85.1642140990634,2.3363276658534464,6.2,0,0,0,3.830715306251768,7.584119790183111
S5672,21.05542445126968,Male,3.5815499313469203,2.933142347191552,0.5980733366272211,No,82.97427524462061,4.783370826698455,Fair,3.9862952914125223,Bachelor,Good,7.878104093770073,No,74.9782469356773,4.692967876868028,3.6,0,1,0,4.038884324509869,6.620445233911952
S5673,17.0,Male,4.397698164821818,6.037399898638173,0.0,No,92.90874837123697,5.098186799765465,Poor,4.037556888316443,Bachelor,Average,9.208481725042093,Yes,82.42999975913226,5.848446148978281,3.1,-1,0,0,5.6745679644261475,4.84163405254241
S5674,21.0949532264435,Female,1.2842446168095978,3.763852754734747,3.643587849603116,Yes,80.9337355260212,6.71667362896966,Fair,5.140943209416713,Bachelor,Good,5.072180216660065,No,40.69397672260039,5.056068199381923,4.5,0,1,1,4.453458527402267,6.3742437906498655
S5675,20.88890528381239,Female,2.263593576319004,3.537767019439716,0.024648449974060294,No,83.03800653355245,5.165606448031316,Poor,0.11916997569693424,Bachelor,Average,7.1942357253255915,No,58.55659618205223,3.134067448826028,2.7,-1,0,0,5.445069785440682,5.35961832015782
S5676,18.079948992962045,Female,5.174016017877828,3.20395153750125,1.9873262594502952,No,69.98457217104752,6.885719701014053,Fair,1.99511500427206,Bachelor,Poor,1.0,Yes,68.9384470697789,5.897340661395794,3.2,0,-1,0,6.687456233158191,4.247796707781058
S5677,20.127618637626515,Male,1.8062677368663815,1.8054837396805221,1.03304181542483,No,91.97707911054653,6.641791150894756,Good,0.0,High School,Good,1.999766460244765,No,48.83508728448539,2.162444147326694,4.9,1,1,0,3.484801835338634,7.2114994713814715
S5678,19.099414060904632,Female,7.703515201652306,2.940533467419118,2.854712081145282,No,99.36290158514369,4.765004305539509,Poor,0.0,High School,Good,2.804864495744013,No,99.67591741961542,6.919900355526761,1.0,-1,1,0,7.195088797612588,2.4426395907604648
S5679,17.02900319156532,Male,4.301411518924788,3.768930143288949,1.0539065968175825,No,94.98630587371484,4.810764391517655,Fair,1.0700874010168269,High School,Average,8.262654364881993,No,71.06463745837168,3.367554805603136,4.0,0,0,0,4.644430494056686,6.4233999055435085
S5680,17.97330672041005,Female,5.77551027160257,1.2454866598125003,1.7401286129326263,No,80.31704879851121,6.156240518677942,Fair,4.819352377457801,High School,Good,1.0525928710961778,Yes,87.92575663862708,3.4899727664007365,3.8,0,1,0,4.324432759735236,6.5018164411489785
S5681,22.933478313069813,Female,4.026977587502601,3.528190650684299,0.20964188980192344,No,94.17768294213049,7.029022016428898,Good,6.0,High School,Good,10.0,Yes,89.64888996632494,4.348213336581669,6.5,1,1,0,1.9988193332573025,8.874300947790847
S5682,19.169764722059224,Female,3.748861068656422,1.9651966741364315,1.497460850941551,No,81.09265864104374,5.016906626193917,Poor,0.08538498245343541,,Average,1.0,No,55.511432661256414,2.738311512632529,2.1,-1,0,0,6.5525911490346616,4.774129118664914
S5683,19.91927477144162,Male,2.163549404500733,1.2043679995322534,3.086545742708142,No,89.07104488219449,7.485120786881717,Good,3.9244556734122877,Master,Average,3.067179262094183,No,50.2611079049188,1.703508677616061,6.4,1,0,0,3.5933694305907764,7.656342310045992
S5684,20.88031741546566,Male,3.451131303161226,1.4664312881440935,0.7556663095845844,No,79.80410204217453,7.124867834864035,Fair,1.1246538732610554,,Poor,1.141345129584872,No,65.3544314819741,1.110468277821602,3.0,0,-1,0,5.923578691284871,4.8213178013551
S5685,20.076786885467634,Female,2.7080662577503705,2.3810359109173045,2.9125109581085957,No,73.99020666060657,4.608125463396197,Fair,4.055514955098886,Master,Average,1.0469582451590984,No,42.38436483371738,1.93959784131686,4.5,0,0,0,4.994841253399866,5.917553415248444
S5686,20.908121851946945,Female,4.666653252907312,3.2407366851174144,1.3287706990410308,No,85.07745606142315,6.754923202561276,Poor,5.0473636105852595,High School,Average,1.0,Yes,78.97522688873855,3.011771790812999,4.7,-1,0,0,5.046398874201142,6.287986953670098
S5687,17.0,Female,4.3800724424970205,1.2706452147010605,0.0,No,81.71559610273847,4.945072273461103,Fair,0.9729681307090314,High School,Good,6.932423958390309,No,85.46626219536185,2.475168288007163,2.3,0,1,0,4.23611731368986,5.938847586494125
S5688,17.0,Male,3.7508585253285553,1.92180138090247,1.3338266110426835,No,82.13116906691118,5.416095535986621,Good,2.0559680784441015,Master,Good,1.9505951124807563,No,66.00965021510898,2.965855357519994,3.0,1,1,0,4.043679718067999,6.340621936447093
S5689,23.94426980193775,Female,4.459048383399518,1.433030276988433,2.1825037529977314,No,94.2707106363023,5.371905157284035,Good,2.8565213542510017,Master,Good,2.3801985250537414,Yes,64.34810261885998,3.5247773080114877,3.3,1,1,0,4.2014517559520685,6.571611222087546
S5690,18.99045427471591,Female,2.6445719138711143,2.7155844043756296,1.541777046764893,No,82.25346509970974,6.027919552053686,Poor,3.0063652217638506,Bachelor,Average,2.911514426981291,No,55.59759038449356,1.6165545712118397,3.2,-1,0,0,5.102413212936116,5.362419548506288
S5691,18.0280539948098,Female,4.749422454181662,3.1192663881639446,1.3416549265913256,No,95.45306944700621,7.4741113379383926,Good,4.931148197163336,Bachelor,Good,9.717186837495573,Yes,96.6164529324494,2.6443963242847417,6.3,1,1,0,2.2935256638856556,8.754160624539725
S5692,24.0,Male,4.732180872703573,1.436687363581877,2.876853386858863,Yes,74.5751623397599,5.367809764872726,Good,5.970828351078769,Bachelor,Average,7.005301623081707,Yes,86.0337329956961,5.016182390172887,4.7,1,0,1,4.105567419844306,6.050664231298118
S5693,20.060806641830464,Female,2.259653259138529,1.526768838161734,1.953729960648406,No,84.72833359125205,5.549109924850078,Fair,2.9302327831324844,Bachelor,Average,6.003509545730717,No,60.978626218697784,5.10029979388859,3.5,0,0,0,4.4415651112869465,5.630853984408834
S5694,17.0,Male,1.637427400857829,3.4016841081534923,3.8431972853857177,Yes,97.42474683721561,6.538495523619143,Good,2.9354192992831534,High School,Average,5.955173051053788,No,41.965058849235575,4.181201730326491,6.0,1,0,1,4.464933507376998,7.437137069321449
S5695,21.9771272328763,Male,4.221754292431182,0.44018963557855445,0.09265551694883967,No,79.76148170342478,7.912667443582809,Poor,3.1304823974143137,High School,Poor,8.911618253772707,Yes,99.27474551265604,1.5622985071233362,6.3,-1,-1,0,3.861812236256433,7.363253037472408
S5696,19.058874710064597,Female,4.352579680065968,2.624673691822499,2.6073404281911032,Yes,92.13233032580851,5.033481689223768,Good,2.854891742231529,Bachelor,Good,1.0,No,57.129144397197166,5.680763627131625,4.6,1,1,1,5.390231108730953,5.420833588665454
S5697,17.14686092813381,Male,1.3669630288071457,0.06562356184368966,3.679192703926175,No,81.14138819347055,5.809392350368302,Poor,5.041385724778705,Master,Average,1.8121095544008297,Yes,43.42252070191988,2.219930571439136,2.6,-1,0,0,5.534356663369231,5.344118951982437
S5698,18.014577287062814,Female,3.229363843234503,4.156706224703236,0.7066297532174712,No,80.56685459553954,5.758219385168322,Poor,0.0,Master,Good,8.253214981847524,No,68.4164195552879,6.972153508554527,2.3,-1,1,0,6.553463852926135,3.9525253034734305
S5699,21.94585996538926,Male,4.5319145786605715,3.808358568261826,2.5329935301686217,No,88.64172669190182,4.935651054777614,Good,5.133830212176188,Bachelor,Average,2.034883611950196,Yes,64.37639082398664,3.6280852022257433,3.7,1,0,0,4.719075737096904,6.348101018717474
S5700,22.885418323735987,Female,4.349649789660444,1.9444302977788857,0.7580452576969378,No,84.37604821893993,8.176935416930567,Good,1.0433238717417666,High School,Average,3.0167832577376554,No,75.26818170476089,1.0,5.1,1,0,0,4.547314432912225,6.842967558609117
S5701,18.83321612225529,Female,3.590646854545547,2.109951312172539,0.40224167415280954,Yes,81.00544481885615,4.443800063077689,Fair,0.857745441058692,Bachelor,Good,9.149651025291925,No,75.8112420124592,5.0344355907439216,2.6,0,1,1,4.911063306447485,5.139829619943662
S5702,24.0,Female,2.1317894289059005,4.7805487351531815,2.207530040431308,No,89.47453347843896,8.272872486505223,Good,0.0338921544142516,High School,Poor,3.3858235147625426,No,44.06457195028666,2.0644501028688116,4.0,1,-1,0,5.376072458377042,6.035018105258318
S5703,20.066701597205274,Male,5.144850500685728,3.1409385843647795,4.192445658024672,Yes,78.46173884357235,6.02216287368784,Poor,0.0,Bachelor,Poor,9.94279636095697,No,83.07882594641642,5.0981467578453215,2.4,-1,-1,1,7.604399079223611,3.9670312225172464
S5704,20.06663062331482,Female,4.038308293939333,3.4786965034257893,3.398827111407223,Yes,78.31698917742757,5.332291258844592,Poor,3.022976154367265,Bachelor,Average,7.043666106102005,Yes,68.03488266140296,7.12832601568651,2.9,-1,0,1,7.520131794694767,3.0736074211567126
S5705,22.985152059780372,Male,4.984623752367487,1.6686451269540452,4.006784984605337,No,87.58589929796513,8.112302388974067,Fair,4.8654688409041595,Bachelor,Poor,7.1141758673164,No,94.16764986912088,2.9802630960557197,6.0,0,-1,0,4.2149156837953905,7.627348832572915
S5706,20.162367269502738,Female,3.5918010807989575,1.629051495559901,1.725858556461556,No,73.93967868498828,7.018187935905141,Fair,3.1246607939506763,Master,Poor,10.0,Yes,79.56099097628844,2.536300939097659,4.8,0,-1,0,4.367988847916487,6.549591883373114
S5707,23.944130317123065,Other,4.625849603889831,1.5369703132148598,1.86284696745218,No,81.29410731542548,7.258115750259167,Fair,0.0,High School,Good,5.128817773500495,Yes,80.6522295674324,2.518419529186388,5.0,0,1,0,4.130265495485618,7.206840887657622
S5708,23.110242822659828,Female,3.413577994190116,0.7974769509305791,0.47821348825753396,No,88.88862477804919,7.647977152064229,Good,0.0,High School,Good,4.130645943070508,No,78.83387825511149,3.2264635726503728,3.2,1,1,0,4.278452157377914,6.9191358186229435
S5709,17.995528877163313,Female,5.14620286113308,2.4644414821460905,2.4598699384511797,No,90.10872534600439,5.038594454678939,Poor,0.0,Master,Good,5.941456348852882,No,78.02186108443578,3.929529388274275,3.0,-1,1,0,5.40263385879412,5.6650089357732725
S5710,22.929793295069786,Male,3.8542638660106032,2.2892870262222007,2.408034006823459,No,71.59660458076809,7.929310274915754,Fair,2.038407459558969,Bachelor,Average,1.1701669221495041,No,75.62943728079463,2.77801482633607,4.4,0,0,0,4.965142054333095,6.481058737451507
S5711,22.06838094544024,Male,2.7227856695944657,1.1407449696191114,2.216597816681949,Yes,93.69015044352693,7.220063667493424,Fair,2.9501225034583087,High School,Average,9.98404588286023,No,73.27763617370334,7.241891929409208,3.5,0,0,1,6.350278839478085,4.207536962824288
S5712,19.047274046130877,Male,4.4587309577145735,4.3415103273517595,3.326628904569324,No,76.49525756042763,5.3884260979421015,Good,3.981325637153666,Master,Good,8.039967606265007,No,75.11179294587535,1.0,6.2,1,1,0,2.8338523830477405,7.131361943072872
S5713,19.041196432441712,Female,3.356893764746907,2.74770828740568,2.6977132094255474,No,89.20493896896818,4.621476133192294,Fair,3.9350313408793225,Bachelor,Good,10.0,No,75.70873234679777,2.1527640439493125,4.3,0,1,0,3.4606229422493033,6.794037062639073
S5714,21.009379934284294,Male,3.2767941866744468,1.9876479154518047,2.109677086979623,No,88.05946517481847,6.797794679768958,Poor,0.8614160964474471,Bachelor,Poor,8.898748508754982,Yes,75.48267536991307,2.855165207775327,4.1,-1,-1,0,5.543061449174123,6.25937978003323
S5715,17.995626949843004,Female,5.036954019184637,3.747892584816526,1.0833217165261204,No,95.94208996033625,7.465313456244276,Fair,1.9768552842258906,Bachelor,Average,9.061751894403805,Yes,100.0,3.9955261660129784,3.7,0,0,0,4.358582673875277,6.769770907309974
S5716,24.0,Male,4.469518988170021,1.8554122052697855,0.735869273643383,No,73.67650590931015,7.766768194546033,Good,3.868054234624639,High School,Good,2.0883366873587548,Yes,77.23569237352432,4.18765320679021,5.4,1,1,0,3.1425007655682395,7.458408074476207
S5717,20.136669108807247,Female,4.360291213026202,3.709065167704326,2.519470838934435,No,77.30388251026811,5.036856839717648,Poor,2.814467463706893,,Good,3.7304645840137827,No,67.59496033711513,5.035555402826604,1.0,-1,1,0,6.124633647654386,4.230548626502352
S5718,19.083417819912857,Male,1.8004008486253253,2.4576559933354787,2.363658486473526,No,71.51053368918008,7.475188481107334,Fair,1.0633876189146687,High School,Average,2.1995605418436903,No,44.65777584852284,1.3168811820766282,4.5,0,0,0,5.162378812725484,6.098975342828743
S5719,22.012902179083426,Female,4.887807586868654,2.8258550864528953,0.0,Yes,91.9348562434955,6.149131360181754,Fair,2.8745183511844523,High School,Poor,6.883406728774814,Yes,84.1969901859222,4.837811636485044,2.6,0,-1,1,6.090929702651245,4.858107967057775
S5720,21.116230951789632,Male,5.488821510409544,4.528547589404344,0.9398774632329064,No,75.24243095051409,7.039910831128377,Fair,2.147563437568706,,Good,4.038869002541602,No,83.23228728230487,4.491200395750658,4.1,0,1,0,4.041198056539165,6.322241736634726
S5721,18.059779174339784,Female,0.7510666210390543,3.339507375559231,0.1936061994158636,No,85.85476530065198,7.100839309052018,Good,4.1435685462572325,Bachelor,Poor,9.21769271687191,No,50.86648833137394,1.1496755033349386,7.3,1,-1,0,2.893802894199386,7.56667424867544
S5722,18.00302415884485,Female,3.3667036841117794,3.1507309096829097,1.3774562796887926,No,99.66716640115715,6.827990441027587,Poor,4.089695021881892,Bachelor,Good,5.093097075055514,No,77.808512387381,1.0,4.2,-1,1,0,4.657900233378384,6.606217438359971
S5723,21.964967166561355,Male,6.96980691165127,3.6201483859990318,1.8073398787991115,No,72.46777560319079,7.458582158707255,Poor,5.884977526040931,Master,Average,5.148125441526338,No,100.0,4.261718257031093,2.7,-1,0,0,5.840858921216503,5.968739443929518
S5724,22.990661736651195,Male,4.748321775629309,2.7701073760776787,0.5618379548251146,No,92.7572472607496,6.722235031634765,Fair,4.2148574956601905,High School,Good,1.1580582157108146,No,85.78309763293223,3.16971867950895,3.1,0,1,0,4.296704086152785,6.483858135086971
S5725,22.634117096475965,Female,3.254511237002506,2.1887006886282228,1.68847303612883,Yes,83.36439575918875,6.598187922190187,Poor,0.0,Master,Good,8.929931045109745,No,66.98151587335686,4.860557284686453,3.0,-1,1,1,5.26067945050893,5.1506920921110435
S5726,23.024304384642992,Male,4.341282583186418,3.043789745045912,1.5004715882368085,No,100.0,7.497292426698026,Good,4.910577532671452,,Average,9.852363817607216,Yes,92.14098422324693,2.379796484359448,6.0,1,0,0,2.957719729484238,8.37846247586853
S5727,17.94362743007342,Other,3.128656000262163,2.1875540649481087,2.504215412240809,No,88.01386400986662,5.558440924918452,Good,4.084381059229069,High School,Good,9.059114153107705,No,67.45684269282609,2.2754566833649594,4.4,1,1,0,2.728546065634339,7.353792716698324
S5728,21.183802041704652,Female,7.220711387866269,3.7252548037062776,0.014744362086222111,No,100.0,7.861155887628015,Good,6.0,High School,Good,9.101473073537598,No,100.0,4.364031374699278,6.2,1,1,0,2.3167624182607374,8.674661489011351
S5729,23.00223240201292,Female,1.2276436684238206,1.0134940577527165,0.690637464152743,No,84.61771773617299,7.242045767756491,Fair,0.0,Bachelor,Average,2.1571302037117337,Yes,35.97031251642639,3.0137522643559795,4.1,0,0,0,4.811172720388201,6.389502306016488
S5730,23.862787706016764,Male,3.5199725397849657,1.6821270677115425,2.157710591281826,No,70.1523239800506,9.317154848994733,Good,0.0,Bachelor,Average,6.111169521813127,No,69.09045184908645,1.7657449232735003,7.0,1,0,0,3.621738205575431,7.752945180544328
S5731,20.994243582048274,Female,7.19618688227955,3.629986499483755,0.004411920869718741,No,100.0,7.747927550594221,Good,5.978187176000966,High School,Good,8.929994795403735,No,98.07445662977067,4.454922328106114,5.8,1,1,0,2.577403703908934,8.27660321159158
